price,quantity
0.7338,72.0
0.7339,1965.0
0.734,2383.0
0.7341,779.0
0.7342,7436.0
0.7343,951.0
0.7344,1851.0
0.7345,269.0
0.7346,1986.0
0.7347,688.0
0.7348,4832.0
0.7349,116.0
0.735,10506.0
0.7351,1106.0
0.7352,124.0
0.7353,172.0
0.7354,8561.0
0.7355,3514.0
0.7356,476.0
0.7357,408.0
0.7358,44.0
0.7359,62517.0
0.736,17361.0
0.7361,301.0
0.7362,1050.0
0.7363,341.0
0.7364,3638.0
0.7365,5139.0
0.7366,1030.0
0.7367,1853.0
0.7368,311.0
0.7369,2538.0
0.737,4380.0
0.7371,1258.0
0.7372,55600.0
0.7373,641.0
0.7374,705.0
0.7375,102.0
0.7376,808.0
0.7377,1242.0
0.7378,509.0
0.7379,263.0
0.738,14413.0
0.7381,555.0
0.7382,307.0
0.7383,450.0
0.7384,733.0
0.7385,664.0
0.7386,12093.0
0.7387,359.0
0.7388,4485.0
0.7389,743.0
0.739,3091.0
0.7391,2214.0
0.7392,630.0
0.7393,125.0
0.7394,1705.0
0.7395,1282.0
0.7396,383.0
0.7397,1201.0
0.7398,1143.0
0.7399,1090.0
0.74,65839.0
0.7401,2192.0
0.7402,3412.0
0.7403,10164.0
0.7404,7252.0
0.7405,3384.0
0.7406,108.0
0.7407,544.0
0.7408,818.0
0.7409,2771.0
0.741,11721.0
0.7411,373.0
0.7412,1301.0
0.7413,1423.0
0.7414,613.0
0.7415,2896.0
0.7416,648.0
0.7417,943.0
0.7418,927.0
0.7419,136.0
0.742,3628.0
0.7421,949.0
0.7422,520.0
0.7423,634.0
0.7424,1846.0
0.7425,1078.0
0.7426,7164.0
0.7427,2960.0
0.7428,16129.0
0.7429,998.0
0.743,21688.0
0.7431,1857.0
0.7432,2108.0
0.7433,7226.0
0.7434,80.0
0.7435,448.0
0.7436,772.0
0.7437,1289.0
0.7438,635.0
0.7439,2305.0
0.744,4366.0
0.7441,932.0
0.7442,325.0
0.7443,13233.0
0.7444,53618.0
0.7445,238.0
0.7446,446.0
0.7447,150.0
0.7448,186.0
0.7449,16734.0
0.745,31440.0
0.7451,33091.0
0.7452,8982.0
0.7453,9982.0
0.7454,892.0
0.7455,6618.0
0.7456,650.0
0.7457,827.0
0.7458,5604.0
0.7459,482.0
0.746,7883.0
0.7461,6124.0
0.7462,3522.0
0.7463,1654.0
0.7464,1438.0
0.7465,1797.0
0.7466,4198.0
0.7467,2039.0
0.7468,1137.0
0.7469,837.0
0.747,41805.0
0.7471,2786.0
0.7472,75.0
0.7473,1609.0
0.7474,1244.0
0.7475,2472.0
0.7476,258.0
0.7477,18883.0
0.7478,1197.0
0.7479,844.0
0.748,11317.0
0.7481,292.0
0.7482,912.0
0.7483,609.0
0.7484,771.0
0.7485,25250.0
0.7486,114.0
0.7487,2106.0
0.7488,8229.0
0.7489,1188.0
0.749,6862.0
0.7491,241.0
0.7492,865.0
0.7493,458.0
0.7494,274.0
0.7495,404.0
0.7496,1551.0
0.7497,87525.0
0.7498,2182.0
0.7499,1261.0
0.75,308698.0
0.7501,1568.0
0.7502,75.0
0.7503,742.0
0.7504,589.0
0.7505,10703.0
0.7506,1420.0
0.7507,1447.0
0.7508,407.0
0.7509,741.0
0.751,82094.0
0.7511,1668.0
0.7512,780.0
0.7513,7289.0
0.7514,1531.0
0.7515,4780.0
0.7516,173.0
0.7517,482.0
0.7518,1364.0
0.7519,757.0
0.752,8037.0
0.7521,9463.0
0.7522,1467.0
0.7523,201.0
0.7524,593.0
0.7525,6075.0
0.7526,3862.0
0.7527,993.0
0.7528,3884.0
0.7529,155.0
0.753,17913.0
0.7531,1685.0
0.7532,12435.0
0.7533,663.0
0.7534,2517.0
0.7535,480.0
0.7536,393.0
0.7537,2678.0
0.7538,2965.0
0.7539,78.0
0.754,4392.0
0.7541,141.0
0.7542,3233.0
0.7543,294.0
0.7544,1029.0
0.7545,1919.0
0.7546,2085.0
0.7547,586.0
0.7548,5482.0
0.7549,1928.0
0.755,56936.0
0.7551,33672.0
0.7552,1527.0
0.7553,363.0
0.7554,743.0
0.7555,14091.0
0.7556,682.0
0.7557,385.0
0.7558,1625.0
0.7559,1169.0
0.756,5966.0
0.7561,1887.0
0.7562,4289.0
0.7563,677.0
0.7564,1159.0
0.7565,1040.0
0.7566,873.0
0.7567,242.0
0.7568,2358.0
0.7569,693.0
0.757,21028.0
0.7571,38.0
0.7572,356.0
0.7573,1202.0
0.7574,5160.0
0.7575,13790.0
0.7576,1004.0
0.7577,1744.0
0.7578,2308.0
0.7579,1834.0
0.758,4172.0
0.7581,91.0
0.7582,1061.0
0.7583,109.0
0.7584,7465.0
0.7585,2871.0
0.7586,9949.0
0.7587,627.0
0.7588,995.0
0.7589,2063.0
0.759,7440.0
0.7591,1077.0
0.7592,1165.0
0.7593,8462.0
0.7594,16.0
0.7595,3319.0
0.7596,814.0
0.7597,2552.0
0.7598,3976.0
0.7599,1008.0
0.76,41094.0
0.7601,3866.0
0.7602,1803.0
0.7603,1257.0
0.7604,327.0
0.7605,11088.0
0.7606,9226.0
0.7607,248.0
0.7608,735.0
0.7609,1743.0
0.761,7478.0
0.7611,19383.0
0.7612,3236.0
0.7613,2111.0
0.7614,3828.0
0.7615,492.0
0.7616,1699.0
0.7617,451.0
0.7618,3001.0
0.7619,1229.0
0.762,4814.0
0.7621,2310.0
0.7622,263.0
0.7623,92.0
0.7624,526.0
0.7625,35236.0
0.7626,972.0
0.7627,2599.0
0.7628,7369.0
0.7629,1289.0
0.763,10335.0
0.7631,2869.0
0.7632,796.0
0.7633,311.0
0.7634,794.0
0.7635,18146.0
0.7636,884.0
0.7637,1753.0
0.7638,4075.0
0.7639,1615.0
0.764,10406.0
0.7641,3892.0
0.7642,1904.0
0.7643,605.0
0.7644,3741.0
0.7645,1688.0
0.7646,297.0
0.7647,18910.0
0.7648,458.0
0.7649,2739.0
0.765,46425.0
0.7651,1438.0
0.7652,1885.0
0.7653,1564.0
0.7654,204.0
0.7655,12753.0
0.7656,110337.0
0.7657,1414.0
0.7658,752.0
0.7659,1435.0
0.766,4590.0
0.7661,458.0
0.7662,1103.0
0.7663,433.0
0.7664,225.0
0.7665,6479.0
0.7666,2745.0
0.7667,3899.0
0.7668,546.0
0.7669,1510.0
0.767,3896.0
0.7671,11182.0
0.7672,418.0
0.7673,7449.0
0.7674,233.0
0.7675,4814.0
0.7676,699.0
0.7677,1521.0
0.7678,24814.0
0.7679,2165.0
0.768,10784.0
0.7681,267.0
0.7682,597.0
0.7683,832.0
0.7684,2939.0
0.7685,1218.0
0.7686,15359.0
0.7687,2989.0
0.7688,3565.0
0.7689,23323.0
0.769,2750.0
0.7691,10048.0
0.7692,14925.0
0.7693,3874.0
0.7694,669.0
0.7695,451.0
0.7696,1482.0
0.7697,43213.0
0.7698,11680.0
0.7699,15979.0
0.77,263723.0
0.7701,1493.0
0.7702,3915.0
0.7703,4622.0
0.7704,1713.0
0.7705,5032.0
0.7706,1703.0
0.7707,4103.0
0.7708,632.0
0.7709,21613.0
0.771,30806.0
0.7711,1390.0
0.7712,457890.0
0.7713,689.0
0.7714,3909.0
0.7715,7732.0
0.7716,1819.0
0.7717,4886.0
0.7718,14181.0
0.7719,13374.0
0.772,8876.0
0.7721,1517.0
0.7722,16621.0
0.7723,2319.0
0.7724,296.0
0.7725,27287.0
0.7726,510.0
0.7727,1919.0
0.7728,53.0
0.7729,14635.0
0.773,4785.0
0.7731,6609.0
0.7732,510.0
0.7733,3315.0
0.7734,6122.0
0.7735,7528.0
0.7736,936.0
0.7737,64610.0
0.7738,364.0
0.7739,288.0
0.774,24702.0
0.7741,47520.0
0.7742,93543.0
0.7743,362.0
0.7744,3910.0
0.7745,3745.0
0.7746,3081.0
0.7747,449.0
0.7748,1908.0
0.7749,41359.0
0.775,43331.0
0.7751,3938.0
0.7752,2123.0
0.7753,7739.0
0.7754,1107.0
0.7755,18709.0
0.7756,4849.0
0.7757,1552.0
0.7758,20627.0
0.7759,6689.0
0.776,1434.0
0.7761,171.0
0.7762,21070.0
0.7763,2932.0
0.7764,167.0
0.7765,6328.0
0.7766,6783.0
0.7767,1798.0
0.7768,1294.0
0.7769,41243.0
0.777,43147.0
0.7771,1725.0
0.7772,4898.0
0.7773,1127.0
0.7774,8057.0
0.7775,13309.0
0.7776,27309.0
0.7777,13663.0
0.7778,886.0
0.7779,333.0
0.778,13225.0
0.7781,644.0
0.7782,379.0
0.7783,18390.0
0.7784,1046.0
0.7785,1731.0
0.7786,1311.0
0.7787,4721.0
0.7788,1457.0
0.7789,18757.0
0.779,8183.0
0.7791,2178.0
0.7792,1327.0
0.7793,166.0
0.7794,471.0
0.7795,3930.0
0.7796,2372.0
0.7797,20525.0
0.7798,1583.0
0.7799,2256.0
0.78,149649.0
0.7801,44104.0
0.7802,6185.0
0.7803,6467.0
0.7804,6122.0
0.7805,1135.0
0.7806,11278.0
0.7807,8477.0
0.7808,884.0
0.7809,1112.0
0.781,5107.0
0.7811,3234.0
0.7812,2114.0
0.7813,2581.0
0.7814,689.0
0.7815,18079.0
0.7816,22517.0
0.7817,3177.0
0.7818,1092.0
0.7819,2639.0
0.782,5245.0
0.7821,75.0
0.7822,33176.0
0.7823,12245.0
0.7824,2332.0
0.7825,70856.0
0.7826,5643.0
0.7827,719.0
0.7828,1019.0
0.7829,26611.0
0.783,27200.0
0.7831,43185.0
0.7832,1336.0
0.7833,8540.0
0.7834,925.0
0.7835,5638.0
0.7836,3690.0
0.7837,16725.0
0.7838,2140.0
0.7839,2113.0
0.784,17715.0
0.7841,1278.0
0.7842,2271.0
0.7843,480.0
0.7844,1753.0
0.7845,692.0
0.7846,417.0
0.7847,1784.0
0.7848,3975.0
0.7849,674.0
0.785,50280.0
0.7851,942.0
0.7852,7464.0
0.7853,122491.0
0.7854,1934.0
0.7855,19676.0
0.7856,729.0
0.7857,3018.0
0.7858,5571.0
0.7859,8790.0
0.786,1394.0
0.7861,14904.0
0.7862,647.0
0.7863,36898.0
0.7864,3646.0
0.7865,4084.0
0.7866,4085.0
0.7867,7872.0
0.7868,1842.0
0.7869,11845.0
0.787,9506.0
0.7871,3234.0
0.7872,3758.0
0.7873,22277.0
0.7874,3925.0
0.7875,59057.0
0.7876,36236.0
0.7877,11757.0
0.7878,6894.0
0.7879,15924.0
0.788,8299.0
0.7881,11645.0
0.7882,7112.0
0.7883,24537.0
0.7884,1037.0
0.7885,6885.0
0.7886,7212.0
0.7887,11612.0
0.7888,71605.0
0.7889,1610.0
0.789,10407.0
0.7891,662.0
0.7892,9837.0
0.7893,2644.0
0.7894,5244.0
0.7895,6103.0
0.7896,2354.0
0.7897,11979.0
0.7898,18376.0
0.7899,15503.0
0.79,82223.0
0.7901,35480.0
0.7902,16119.0
0.7903,23289.0
0.7904,350.0
0.7905,24095.0
0.7906,3533.0
0.7907,1063.0
0.7908,743.0
0.7909,35097.0
0.791,41458.0
0.7911,185186.0
0.7912,35396.0
0.7913,6109.0
0.7914,2126.0
0.7915,21101.0
0.7916,3114.0
0.7917,6057.0
0.7918,35006.0
0.7919,14289.0
0.792,117284.0
0.7921,16191.0
0.7922,197874.0
0.7923,105548.0
0.7924,6816.0
0.7925,868.0
0.7926,24213.0
0.7927,53467.0
0.7928,628.0
0.7929,22852.0
0.793,59395.0
0.7931,3759.0
0.7932,20840.0
0.7933,6970.0
0.7934,27210.0
0.7935,50210.0
0.7936,9023.0
0.7937,13790.0
0.7938,16897.0
0.7939,17403.0
0.794,207773.0
0.7941,80032.0
0.7942,15025.0
0.7943,20260.0
0.7944,16894.0
0.7945,47596.0
0.7946,12809.0
0.7947,28142.0
0.7948,24601.0
0.7949,3302.0
0.795,24809.0
0.7951,3857.0
0.7952,21797.0
0.7953,3940.0
0.7954,1026.0
0.7955,24746.0
0.7956,9756.0
0.7957,39105.0
0.7958,220100.0
0.7959,40610.0
0.796,24413.0
0.7961,32415.0
0.7962,57493.0
0.7963,5071.0
0.7964,40546.0
0.7965,41589.0
0.7966,13652.0
0.7967,25290.0
0.7968,39905.0
0.7969,39259.0
0.797,16691.0
0.7971,49223.0
0.7972,49872.0
0.7973,23931.0
0.7974,83151.0
0.7975,36597.0
0.7976,47424.0
0.7977,10961.0
0.7978,11863.0
0.7979,43033.0
0.798,21035.0
0.7981,59090.0
0.7982,120677.0
0.7983,21269.0
0.7984,31719.0
0.7985,50773.0
0.7986,118615.0
0.7987,42658.0
0.7988,24044.0
0.7989,45058.0
0.799,25002.0
0.7991,60644.0
0.7992,31837.0
0.7993,34576.0
0.7994,44193.0
0.7995,56969.0
0.7996,43262.0
0.7997,76219.0
0.7998,66982.0
0.7999,50941.0
0.8,66902.0
0.8001,42942.0
0.8002,15888.0
