price,quantity
0.8759,1298.0
0.876,3502.0
0.8761,26.0
0.8762,1100.0
0.8763,1120.0
0.8764,232.0
0.8765,761.0
0.8766,361.0
0.8767,478.0
0.8768,1963.0
0.8769,1827.0
0.877,666.0
0.8771,85.0
0.8772,1093.0
0.8773,7446.0
0.8774,1273.0
0.8775,294.0
0.8776,234.0
0.8777,1567.0
0.8778,384.0
0.8779,3946.0
0.878,12055.0
0.8781,28.0
0.8782,660.0
0.8784,16225.0
0.8785,910.0
0.8786,495.0
0.8787,911.0
0.8788,199.0
0.8789,5169.0
0.879,706.0
0.8791,747.0
0.8792,666.0
0.8793,2292.0
0.8794,899.0
0.8795,5037.0
0.8796,111.0
0.8797,1477.0
0.8798,1493.0
0.8799,1322.0
0.88,60873.0
0.8801,3521.0
0.8802,67.0
0.8803,527.0
0.8804,3221.0
0.8805,192.0
0.8806,29.0
0.8807,169.0
0.8808,111.0
0.8809,690.0
0.881,159.0
0.8811,6833.0
0.8812,8055.0
0.8813,619.0
0.8814,440.0
0.8815,933.0
0.8816,2379.0
0.8817,499.0
0.8818,2779.0
0.8819,130.0
0.882,5043.0
0.8821,195.0
0.8822,387.0
0.8823,148.0
0.8824,660.0
0.8825,1239.0
0.8826,4127.0
0.8827,1439.0
0.8828,639.0
0.8829,181.0
0.883,1308.0
0.8831,1459.0
0.8832,101.0
0.8833,119.0
0.8834,715.0
0.8835,493.0
0.8836,899.0
0.8837,1879.0
0.8838,670.0
0.8839,5249.0
0.884,2203.0
0.8841,273.0
0.8842,762.0
0.8843,160.0
0.8844,31143.0
0.8845,143.0
0.8846,174.0
0.8847,332.0
0.8848,1081.0
0.8849,1436.0
0.885,9889.0
0.8851,555.0
0.8852,1067.0
0.8853,8.0
0.8854,1054.0
0.8855,720.0
0.8856,434.0
0.8857,8273.0
0.8859,2156.0
0.886,1208.0
0.8861,1781.0
0.8862,899.0
0.8863,507.0
0.8864,627.0
0.8865,135.0
0.8866,182.0
0.8867,364.0
0.8868,2420.0
0.8869,1412.0
0.887,924.0
0.8871,306.0
0.8872,1175.0
0.8873,9.0
0.8874,794.0
0.8875,343.0
0.8876,109.0
0.8877,298.0
0.8878,2385.0
0.8879,441.0
0.888,1448.0
0.8881,226.0
0.8882,1103.0
0.8883,416.0
0.8884,317.0
0.8885,17185.0
0.8886,22761.0
0.8887,141.0
0.8888,46234.0
0.8889,3442.0
0.889,821.0
0.8891,42.0
0.8892,367.0
0.8893,63.0
0.8894,362.0
0.8895,12926.0
0.8896,1146.0
0.8897,175.0
0.8898,3073.0
0.8899,447.0
0.89,45352.0
0.8901,54.0
0.8902,615.0
0.8903,42.0
0.8904,17.0
0.8905,34.0
0.8906,67.0
0.8907,1282.0
0.8908,255.0
0.8909,459.0
0.891,2336.0
0.8911,1834.0
0.8912,71.0
0.8913,3955.0
0.8914,1507.0
0.8915,934.0
0.8916,10879.0
0.8917,624.0
0.8918,103.0
0.8919,2315.0
0.892,772.0
0.8921,90.0
0.8922,25970.0
0.8923,111.0
0.8924,308.0
0.8925,1159.0
0.8926,406.0
0.8927,2669.0
0.8928,1245.0
0.8929,243.0
0.893,920.0
0.8931,2299.0
0.8932,435.0
0.8933,51.0
0.8934,323.0
0.8935,38.0
0.8936,612.0
0.8937,158.0
0.8938,405.0
0.8939,94.0
0.894,504.0
0.8941,23.0
0.8942,519.0
0.8943,670.0
0.8944,53.0
0.8945,42.0
0.8946,340.0
0.8947,652.0
0.8948,1747.0
0.8949,1365.0
0.895,543.0
0.8951,628.0
0.8952,2209.0
0.8953,1728.0
0.8954,145.0
0.8955,509.0
0.8956,129.0
0.8957,74.0
0.8958,3529.0
0.8959,88.0
0.896,3925.0
0.8961,1229.0
0.8962,1149.0
0.8963,20.0
0.8964,1928.0
0.8965,92.0
0.8966,265.0
0.8967,19.0
0.8968,46.0
0.8969,1051.0
0.897,157.0
0.8971,267.0
0.8972,136.0
0.8973,770.0
0.8974,17828.0
0.8975,1413.0
0.8976,332.0
0.8977,163.0
0.8978,2430.0
0.8979,149.0
0.898,1105.0
0.8981,1780.0
0.8982,132.0
0.8983,346.0
0.8984,330.0
0.8985,1729.0
0.8986,4985.0
0.8987,834.0
0.8988,432.0
0.8989,17.0
0.899,169.0
0.8991,132.0
0.8992,2931.0
0.8993,133.0
0.8994,168.0
0.8995,15513.0
0.8996,14913.0
0.8997,59.0
0.8998,2831.0
0.8999,7648.0
0.9,183947.0
0.9001,24.0
0.9002,5824.0
0.9003,501.0
0.9004,175.0
0.9005,335.0
0.9006,674.0
